location	product_ean	code	store_name
America/Fortaleza	4290928262871	BR	Pedro II
Europe/Moscow	1085985181011	RU	Gavrilov-Yam
Asia/Hebron	7339528614165	PS	East Jerusalem
America/Los_Angeles	9352224939231	US	Laguna Niguel
Africa/Nairobi	4632124562841	KE	Busia
Europe/Rome	8250405769855	IT	Montecchio Maggiore-Alte Ceccato
America/Los_Angeles	5876091955919	US	Indio
America/New_York	8733757676243	US	Bon Air
Europe/Zaporozhye	8579945983638	UA	Polohy
Europe/Paris	3613784007577	FR	Bar-le-Duc
Europe/Malta	9625616129931	MT	Valletta
America/Sao_Paulo	4375251803875	BR	Caldas Novas
America/Denver	9987378206610	US	Aurora
Asia/Karachi	0203541141571	PK	Sillanwali
Asia/Jakarta	0636248042849	ID	Ngemplak
Europe/Paris	0202837506452	FR	Mitry-Mory
America/Chicago	3440854125806	US	Rosemount
Asia/Shanghai	4506165230734	CN	Jiangyan
Africa/Casablanca	4826437743374	MA	Jerada
America/Los_Angeles	0026301016229	US	Bothell
Europe/Kiev	9626089806312	UA	Zvenihorodka
America/Sao_Paulo	7992508324203	BR	Curitiba
Asia/Kolkata	2967522321878	IN	Uran
America/Fortaleza	1320595957176	BR	Barras
America/New_York	3039058368364	US	Greenpoint
America/Mexico_City	8397072502023	MX	Acayucan
Africa/Lagos	3665672139525	NG	Yenagoa
Africa/Algiers	7188893866941	DZ	Bordj Zemoura
Europe/Berlin	3931410921050	DE	Memmingen
America/New_York	5515863113477	US	Gainesville
Europe/Rome	8448378283731	IT	Afragola
Europe/Helsinki	0216502100234	FI	Kallio
Asia/Karachi	2094310415447	PK	Naushahra Virkan
America/Chicago	7165352703979	US	Fresno
Europe/Paris	0262576168762	FR	Quimper
America/Los_Angeles	1429023052374	US	Davis
Africa/Dar_es_Salaam	5988045331783	TZ	Magomeni
Europe/Amsterdam	5472814270811	NL	Emmeloord
Asia/Shanghai	3139530619011	CN	Zaozhuang
Europe/Moscow	4139705234550	RU	Yeysk
Europe/Rome	5996238613981	IT	Somma Vesuviana
Europe/Madrid	0037407393831	ES	Segundo Ensanche
Asia/Shanghai	9258745840745	CN	Hengshui
Europe/Helsinki	9230029992135	FI	Tornio
Asia/Kolkata	2626444572767	IN	Talipparamba
Europe/Rome	4928394036343	IT	Ventimiglia
Europe/Rome	8742961428500	IT	Misterbianco
Africa/Luanda	0084994285377	AO	Luena
America/New_York	6224090281314	US	Peabody
Europe/Stockholm	6060755444898	SE	Hudiksvall
Asia/Kolkata	3103954690086	IN	Lal Bahadur Nagar
America/Los_Angeles	7527982852210	US	Claremont
Europe/Paris	3335166580255	FR	Fontenay-aux-Roses
America/Los_Angeles	9599221481626	US	Watsonville
America/Sao_Paulo	6149043511242	BR	Santa Gertrudes
Europe/London	7682919916813	GB	Lower Earley
Europe/Rome	9475200566570	IT	Montecchio Maggiore-Alte Ceccato
America/New_York	3605406434984	US	Woodbridge
Asia/Tokyo	7982490353589	JP	Hita
Asia/Shanghai	2262313969780	CN	Yingkou
Asia/Shanghai	5824389378575	CN	Yingkou
America/Chicago	0573131763231	US	Kaukauna
Asia/Karachi	9794728015170	PK	Bhit Shah
Asia/Baghdad	8867567182387	IQ	Karbala
Europe/Moscow	4864044583754	RU	Gudermes
Europe/London	6803270914404	GB	Strood
Europe/Moscow	8471134362913	RU	Arzamas
Europe/Berlin	2721480924744	DE	Karben
America/Santiago	7931592559627	CL	San Bernardo
Asia/Shanghai	0652371198260	CN	Hushitai
America/New_York	6837238386101	US	Rutland
Europe/Moscow	0692532899667	RU	Severodvinsk
Australia/Sydney	3986064580047	AU	Griffith
Asia/Karachi	0024165150912	PK	Qadirpur Ran
America/New_York	5472281920561	US	Brighton Beach
Europe/Amsterdam	5953502554395	NL	Hoogezand
Australia/Melbourne	4244105951300	AU	Wheelers Hill
Europe/Amsterdam	2498429636746	NL	Schiebroek
Europe/Madrid	1405014768035	ES	Segundo Ensanche
Africa/Lagos	4482259436322	NG	Gaya
Europe/Berlin	8527802165543	DE	Bad Segeberg
America/Chicago	5341562125325	US	New City
America/Mexico_City	9236378601803	MX	Salvatierra
Europe/Amsterdam	5505225504715	NL	Schiebroek
Asia/Manila	5344961708991	PH	Talisay
America/Sao_Paulo	8971789874514	BR	Iturama
Asia/Karachi	5377098572036	PK	Bhit Shah
Asia/Seoul	9281420756536	KR	T’aebaek
Asia/Shanghai	9581914423228	CN	Beidao
America/Los_Angeles	9780267467242	US	Riverbank
Europe/Lisbon	9478274667730	PT	Albufeira
Europe/Berlin	0249426547366	DE	Hechingen
Europe/Berlin	5857690185150	DE	Charlottenburg-Nord
Asia/Kolkata	8461811004496	IN	Bhayandar
Asia/Karachi	2177746506566	PK	Sillanwali
America/New_York	5561987236547	US	East Haven
Asia/Shanghai	9764912849225	CN	Zaozhuang
Europe/Rome	2621786250595	IT	Castelfranco Emilia
America/Chicago	7778088197679	US	Coralville
Asia/Jakarta	8389169903394	ID	Ngemplak
America/Sao_Paulo	2206292240119	BR	Imbituba
Europe/Berlin	5870876919042	DE	Halstenbek
America/Havana	5745269856368	CU	Jaruco
America/New_York	0796722684603	US	Woodlawn
America/Los_Angeles	7670745734343	US	Mira Mesa
Asia/Kuala_Lumpur	3141068112414	MY	Kampung Ayer Molek
America/Chicago	2321000347543	US	Hutchinson
Africa/Kampala	9268768552341	UG	Kitgum
Europe/Moscow	9697815471197	RU	Roslavl’
Asia/Kolkata	8928712293157	IN	Elamanchili
Asia/Kolkata	7340816383021	IN	Chharra
Europe/Lisbon	8208724649242	PT	Albufeira
Asia/Tokyo	6967334205218	JP	Yao
Europe/Rome	3899108527147	IT	Montecchio Maggiore-Alte Ceccato
Asia/Makassar	8119914645916	ID	Balikpapan
Europe/Zurich	8207414241810	CH	Onex
Asia/Karachi	0810521543074	PK	Kanganpur
Asia/Tokyo	1645661141151	JP	Ueno-ebisumachi
Asia/Kolkata	8600598558864	IN	Kheda
Asia/Tokyo	1397292617962	JP	Komono
Asia/Kolkata	6779082819889	IN	Udumalaippettai
America/Los_Angeles	2047739011110	US	Lompoc
Asia/Kolkata	6051411521909	IN	Periyakulam
Asia/Shanghai	3542124638266	CN	Changshu City
Europe/Moscow	0812923211384	RU	Krymsk
Europe/Samara	7270249887264	RU	Otradnyy
America/Los_Angeles	1090022718082	US	Glendale
Pacific/Honolulu	6906235339431	US	Kahului
Europe/Andorra	8483307992124	AD	les Escaldes
Asia/Damascus	2762584261830	SY	Tadmur
Asia/Kolkata	1374174471423	IN	Periyakulam
Asia/Tokyo	7203844256067	JP	Nonoichi
Asia/Manila	2851926418695	PH	Sorsogon
Europe/Zurich	3432493263766	CH	Adliswil
Europe/London	1129456074393	GB	Leyland
Europe/Madrid	3640883633383	ES	Leioa
America/Havana	8464574262462	CU	Varadero
America/New_York	0298622967478	US	Milledgeville
America/New_York	7236441467215	US	Greenpoint
Europe/Berlin	3241695324102	DE	Bad Segeberg
Europe/Moscow	3962563376398	RU	Shushary
Asia/Ho_Chi_Minh	2215748116175	VN	Sa Dec
America/Bahia	8552720282461	BR	Tucano
Europe/Bratislava	5783073511776	SK	Hlohovec
Asia/Ulaanbaatar	4141444101857	MN	Ulan Bator
Africa/Nairobi	0335681299314	KE	Lodwar
Asia/Kolkata	8682226171782	IN	Bachhraon
Europe/Rome	6427718460553	IT	Ragusa
America/Chicago	7409005955590	US	Shreveport
America/Chicago	7967335801449	US	Tupelo
America/Los_Angeles	9878272933224	US	Keizer
Asia/Kolkata	5700036256055	IN	Patti
Asia/Kolkata	0000648117573	IN	Gajendragarh
America/Port-au-Prince	5314593668079	HT	Croix-des-Bouquets
Europe/Kiev	8159598395165	UA	Hlukhiv
America/Los_Angeles	3732252276779	US	Beaumont
America/New_York	7841460966733	US	Brighton Beach
Asia/Shanghai	0172293168184	CN	Shuangcheng
America/New_York	5805886047133	US	Newburgh
Asia/Kolkata	7918577106267	IN	Udumalaippettai
Europe/Moscow	2159243559511	RU	Zhukovka
Asia/Tokyo	9766522978425	JP	Yamada
Europe/Berlin	8134117154010	DE	Memmingen
Africa/Kampala	9099222649433	UG	Kitgum
America/Los_Angeles	1068994152050	US	Opportunity
Asia/Manila	9915484045120	PH	Recodo
Europe/Moscow	3885436671126	RU	Dyat’kovo
Asia/Shanghai	6855337170476	CN	Laiwu
America/Port-au-Prince	3910743397411	HT	Croix-des-Bouquets
America/Mexico_City	8523948582732	MX	Santa Rosa Jauregui
Europe/London	3007580549278	GB	Arbroath
Europe/Rome	2231410609424	IT	Ventimiglia
Asia/Kolkata	4636843463656	IN	Pilkhua
Europe/Istanbul	1452770838069	TR	Patnos
Africa/Algiers	2583682107581	DZ	Messaad
Australia/Melbourne	9813752522550	AU	Frankston South
Asia/Kolkata	1637814817211	IN	Pilkhua
Africa/Dar_es_Salaam	5626668143023	TZ	Usagara
Europe/Paris	3683262867146	FR	Saint-Genis-Laval
Asia/Shanghai	9974446604300	CN	Changshu City
Europe/Berlin	2816873318467	DE	Hermsdorf
Asia/Hebron	5258252003538	PS	East Jerusalem
Europe/Rome	7070749661766	IT	Montecchio Maggiore-Alte Ceccato
America/New_York	4440816529979	US	Utica
America/Chicago	0217947390303	US	Shreveport
Asia/Dushanbe	3749139821236	TJ	Vahdat
America/Los_Angeles	6871921297961	US	Palm Desert
Europe/Paris	2877262898038	FR	Colomiers
Europe/Berlin	2719325150625	DE	Radevormwald
Africa/Algiers	7624280282869	DZ	Beni Douala
Europe/Moscow	5016881920110	RU	Kireyevsk
Australia/Sydney	4083900186643	AU	Griffith
Asia/Kuala_Lumpur	4759011513271	MY	Ulu Tiram
Europe/Moscow	3194421057969	RU	Gavrilov-Yam
Africa/Monrovia	8290385614011	LR	New Yekepa
Europe/Kiev	2077188759332	UA	Lutsk
America/Chicago	1636653882862	US	Pleasant Prairie
America/Sao_Paulo	0186970927070	BR	Caldas Novas
America/Toronto	8166289872690	CA	Pointe-Claire
Europe/Madrid	0285040582611	ES	Puertollano
Asia/Kuala_Lumpur	7419933259363	MY	Kampung Ayer Molek
Europe/Berlin	8856099672800	DE	Losheim
Asia/Kolkata	1335158035680	IN	Jais
Asia/Kolkata	5060705143568	IN	Gariadhar
Asia/Jerusalem	3028245857521	IL	Ramla
America/New_York	4356278764714	US	Sicklerville
Africa/Maputo	7406359220251	MZ	Maxixe
Asia/Manila	9115227939000	PH	Naga
America/New_York	8059144793363	US	Far Rockaway
Asia/Shanghai	8283442485631	CN	Heyuan
America/New_York	2278722335801	US	Gates-North Gates
America/Toronto	0261235723328	CA	Sainte-Catherine
America/Argentina/Buenos_Aires	8789021229356	AR	Barracas
America/Santiago	0275751700121	CL	Chiguayante
Asia/Aden	6934686572732	YE	Ataq
America/Managua	6603022905854	NI	Somoto
America/New_York	6224546187887	US	Scarsdale
Europe/Berlin	5572230014874	DE	Neuburg an der Donau
Europe/Paris	6404017313964	FR	Bar-le-Duc
Africa/Abidjan	8773277604609	CI	Bonoua
Europe/Berlin	3129898023094	DE	Nidderau
Europe/Berlin	6044426054500	DE	Memmingen
Asia/Bangkok	0070068683774	TH	Roi Et
Asia/Karachi	8244054815810	PK	Larkana
America/New_York	0439605869048	US	Milledgeville
America/Chicago	5346772902544	US	Brenham
Asia/Manila	9383246002849	PH	Masbate
Asia/Manila	0648075629162	PH	Talisay
America/New_York	8766401076175	US	Dublin
Africa/Cairo	6331081093617	EG	Juhaynah
Europe/Zaporozhye	8638109513927	UA	Svatove
Asia/Kolkata	2713380351744	IN	Kundla
America/New_York	8013487152539	US	New Canaan
Europe/Paris	1937124621080	FR	Sceaux
Africa/Dar_es_Salaam	2137884038916	TZ	Same
Asia/Kolkata	5994262971107	IN	Sheoganj
Europe/Berlin	3607456375743	DE	Wittenau
America/Mexico_City	4659701808604	MX	Jocotepec
Pacific/Auckland	6453405036824	NZ	Gisborne
Europe/Berlin	5179356594800	DE	Landshut
Asia/Hong_Kong	3842935102933	HK	Tsuen Wan
America/New_York	1662394869510	US	Utica
Asia/Kolkata	0797967817023	IN	Pune
Africa/Lubumbashi	0524304507800	CD	Beni
Asia/Kolkata	6333439138759	IN	Narwar
Asia/Manila	7508618120743	PH	Naga
Indian/Reunion	2431427978364	RE	Saint-Denis
America/New_York	6163386481192	US	Peabody
Asia/Kuching	1165889598433	MY	Donggongon
Europe/Berlin	2980554650792	DE	Finnentrop
America/New_York	2003294363514	US	Woodlawn
Asia/Bangkok	5643678747997	TH	Yasothon
Asia/Kolkata	3533749846440	IN	Tiruppuvanam
Asia/Kolkata	4673259802570	IN	Srinagar
America/Argentina/Tucuman	7659388536330	AR	Aguilares
Europe/Brussels	9673240771392	BE	Lille
Europe/London	9782271499851	GB	Devizes
America/New_York	0907327018810	US	New Canaan
America/New_York	3754600014949	US	Port Richmond
Europe/Berlin	4821074489852	DE	Karben
America/Los_Angeles	0337118199488	US	Pahrump
Africa/Kampala	6625501804885	UG	Arua
Asia/Shanghai	6449398761065	CN	Sishui
Asia/Kolkata	9820504372004	IN	Aistala
Asia/Tokyo	8953766517928	JP	Hita
Europe/Rome	6996887988491	IT	Campobasso
America/Montevideo	1712727970267	UY	Durazno
Africa/Nairobi	7947057835885	KE	Lodwar
Africa/Algiers	3141890470508	DZ	Frenda
Africa/Dar_es_Salaam	5032412097380	TZ	Magomeni
Asia/Kolkata	4324001401106	IN	Diamond Harbour
Europe/Vilnius	2144790726547	LT	Ukmerge
Asia/Karachi	3895737259008	PK	Naushahra Virkan
Europe/Kiev	9069648431356	UA	Hlukhiv
Asia/Shanghai	1504875153230	CN	Tianfu
Asia/Shanghai	3586596142203	CN	Beidao
Europe/Skopje	1557767567288	MK	Bogovinje
Europe/Madrid	9657812427566	ES	Caravaca
Asia/Tbilisi	4741968638435	GE	Kobuleti
Asia/Karachi	3202292256449	PK	Alipur
Africa/Abidjan	1576795528078	CI	Bonoua
America/Havana	2608750345921	CU	Varadero
Europe/Berlin	9755529500081	DE	Radevormwald
Africa/Casablanca	2183710265230	MA	Temara
Europe/Moscow	4464631134989	RU	Gudermes
Africa/Nairobi	0494212624701	KE	Lodwar
Asia/Baku	0709356886343	AZ	Qazax
Africa/Addis_Ababa	0494602832266	ET	Debre Tabor
Asia/Kolkata	0698738006939	IN	Aistala
Europe/Zurich	4691456264533	CH	Adliswil
Africa/Lagos	3752814236799	NG	Igbara-Odo
Europe/Madrid	9651408015939	ES	Segundo Ensanche
Europe/Paris	7557554747309	FR	Montpellier
Europe/Berlin	9277546179670	DE	Kirchlengern
Africa/Khartoum	5719936626684	SD	Ar Ruseris
Asia/Tbilisi	0542260544936	GE	Kobuleti
Europe/Berlin	8912877840790	DE	Hofheim am Taunus
America/Mexico_City	7172757915050	MX	Oaxaca
Africa/Djibouti	4695640125471	DJ	'Ali Sabieh
America/Chicago	1150671519482	US	Grand Forks
Asia/Kolkata	3054416996256	IN	Deoli
America/Vancouver	1954605116231	CA	Vernon
Europe/Berlin	5063232798270	DE	Nidderau
America/Lima	2861502950013	PE	Chosica
Europe/Paris	1488869351782	FR	Ajaccio
Africa/Lagos	3280115913151	NG	Shagamu
Europe/Rome	7165585142439	IT	Villabate
Europe/Warsaw	1142321610724	PL	Ustka
Europe/Paris	9842589671551	FR	Bar-le-Duc
Asia/Shanghai	1523606229259	CN	Zhoucun
America/Chicago	8881705445660	US	Searcy
Europe/London	2220499457880	GB	Penzance
Europe/Moscow	5265831557016	RU	Krymsk
Europe/Rome	3075452474935	IT	Gorgonzola
Africa/Algiers	9228084442641	DZ	Messaad
Asia/Jakarta	3928878075197	ID	Muncar
America/New_York	7352348719872	US	Belle Glade
America/Fortaleza	6705275046305	BR	Barras
America/Fortaleza	1018477256645	BR	Barras
Europe/Amsterdam	0065845863883	NL	Hoogezand
Africa/Dar_es_Salaam	1608238591704	TZ	Magomeni
America/Recife	1195635683205	BR	Catende
America/Los_Angeles	8925557044104	US	Watsonville
America/New_York	0112385330693	US	Fitchburg
Europe/Amsterdam	5451411168561	NL	Emmeloord
America/New_York	6162866384190	US	Boston
Asia/Manila	3943157207120	PH	Dipolog
Europe/London	9521949744929	GB	Arbroath
Europe/Berlin	4286819925741	DE	Kirchlengern
Asia/Kolkata	0731117088079	IN	Tiruppuvanam
America/Lima	1791071868369	PE	Yunguyo
America/Recife	8950377658439	BR	Cabo
Africa/Tunis	3737728736535	TN	Siliana
America/Detroit	8137468183241	US	Canton
Africa/Johannesburg	8205947765018	ZA	Standerton
Europe/Berlin	5257993204181	DE	Gronau
Asia/Kolkata	0410417956140	IN	Udumalaippettai
Asia/Yekaterinburg	6394595361504	RU	Ozersk
Europe/Dublin	5024097900819	IE	Athlone
Europe/Rome	0863340135111	IT	Catania
Africa/Dar_es_Salaam	3752545774775	TZ	Nyangao
America/Sao_Paulo	5294541777612	BR	Itabirito
Asia/Kolkata	9780007637737	IN	Rajaori
Europe/Berlin	7473463223157	DE	Oberhausen
Europe/Moscow	8072934470343	RU	Novopavlovsk
Australia/Sydney	4204021589940	AU	Eastwood
Asia/Shanghai	5717265292358	CN	Hengshui
Asia/Dhaka	6247446476233	BD	Manikchari
America/Fortaleza	3788554389327	BR	Barras
Asia/Kolkata	6139709064373	IN	Periyakulam
Europe/Madrid	0376003636684	ES	Las Gabias
Asia/Kolkata	7429604554079	IN	Periyakulam
Asia/Kolkata	6374107808383	IN	Sambalpur
Europe/Madrid	0162158580053	ES	Amposta
America/Mexico_City	7934918223042	MX	Jocotepec
Africa/Lubumbashi	5727747086443	CD	Yangambi
Europe/Berlin	6955240276071	DE	Gauting
Europe/Berlin	8338894706879	DE	Gifhorn
America/New_York	7558412679756	US	Lexington
Europe/London	1891740745509	GB	Newbury
Europe/Rome	7741500896221	IT	Castelfranco Emilia
Asia/Manila	3859186573665	PH	Recodo
Asia/Jakarta	6980516898626	ID	Labuhan Deli
Asia/Kolkata	4339475980972	IN	Diamond Harbour
Europe/Paris	6983294851524	FR	Saint-Genis-Laval
America/Bogota	4032581527962	CO	Buenaventura
America/Sao_Paulo	5342597087428	BR	Imbituba
America/Argentina/Buenos_Aires	6691969004266	AR	Tandil
Africa/Johannesburg	9890336592550	ZA	Mokopane
Europe/Moscow	7262535482291	RU	Tyoply Stan
Europe/London	2023850795016	GB	Kingston upon Hull
America/Chicago	0571978282748	US	Kaukauna
Africa/Douala	9858532251961	CM	Tonga
America/Detroit	4428464683380	US	Waverly
Africa/Tunis	5360140773604	TN	Siliana
Europe/Malta	4912968607206	MT	Valletta
Europe/Paris	6178567939034	FR	Arles
Asia/Kolkata	4814831923119	IN	Pandua
Europe/London	8272071639362	GB	Rutherglen
Asia/Phnom_Penh	9346730851286	KH	Paoy Paet
Asia/Kuala_Lumpur	0994091259013	MY	Teluk Intan
America/Sao_Paulo	9350560752583	BR	Pato Branco
Asia/Kolkata	7403775457643	IN	Jashpurnagar
America/Santiago	2987141845173	CL	Ovalle
Africa/Lagos	8868690657193	NG	Kafanchan
America/Halifax	8378416365917	CA	Charlottetown
Asia/Karachi	6691714769471	PK	Kanganpur
America/Mexico_City	8126123692693	MX	Oaxaca
Europe/Paris	6182889904755	FR	Valence
Europe/Madrid	5359646518925	ES	Amposta
Asia/Yekaterinburg	2471691122513	RU	Lesnoy
Europe/Amsterdam	7302228324313	NL	Hoogezand
Europe/Paris	5103201857796	FR	Cavaillon
Australia/Brisbane	4663004058574	AU	Maryborough
America/Chicago	4489610618281	US	Hueytown
Asia/Tokyo	7533004051004	JP	Okegawa
America/New_York	5831643256173	US	Pottstown
Asia/Seoul	3495296651208	KR	T’aebaek
Europe/Berlin	6638730297762	DE	Verl
Asia/Shanghai	7690275180205	CN	Zhuangyuan
Europe/Amsterdam	2966031897935	NL	Schiebroek
America/Mexico_City	2728131406017	MX	Zacoalco de Torres
Europe/Moscow	4787714176806	RU	Likhobory
Europe/Moscow	3308856442270	RU	Stupino
Asia/Shanghai	1678219131113	CN	Dongdu
Africa/Dar_es_Salaam	1924061453621	TZ	Kidodi
America/Chicago	6655594430302	US	Fresno
Europe/Istanbul	2391046305005	TR	Patnos
Asia/Seoul	6742463458564	KR	Eisen
Europe/Berlin	9549953650050	DE	Weimar
Asia/Karachi	4822725099062	PK	Khairpur Mir’s
Europe/Minsk	7613511531111	BY	Dobrush
Asia/Karachi	2200194129886	PK	Kanganpur
Asia/Almaty	1762495104975	KZ	Otegen Batyra
Europe/Tallinn	1086723199404	EE	Narva
Europe/Kiev	8658535894766	UA	Voznesensk
America/Los_Angeles	8127360400287	US	Bryn Mawr-Skyway
America/New_York	2037592103725	US	Utica
Asia/Shanghai	3318857232152	CN	Danjiangkou
Africa/Algiers	7200928867102	DZ	Messaad
Asia/Shanghai	4508709650794	CN	Pucheng
Europe/Kiev	3527004571901	UA	Shepetivka
Africa/Dar_es_Salaam	6747207317589	TZ	Usagara
Europe/Paris	3982322431779	FR	Saint-Genis-Laval
Asia/Riyadh	6871747549206	SA	Al Jubayl
Europe/Rome	9430396001632	IT	Lanciano
America/Los_Angeles	8797412100368	US	Bothell West
America/Los_Angeles	6332024015376	US	Kent
Europe/Istanbul	8485458049696	TR	Serinhisar
Asia/Karachi	4661852395452	PK	Khairpur Mir’s
America/Puerto_Rico	3286113036113	PR	Aguadilla
Asia/Kolkata	0359535393775	IN	Adra
Africa/Casablanca	4394318302519	MA	Jerada
Asia/Jerusalem	8511971658487	IL	Rahat
America/New_York	3560426388863	US	Martinsburg
Asia/Baku	3953635301158	AZ	Astara
America/Phoenix	0231714591670	US	Scottsdale
Asia/Karachi	1952219822159	PK	Sangla Hill
Asia/Kolkata	8882831235491	IN	Pujali
Europe/Madrid	6048898590221	ES	Gandia
Europe/Rome	5364266860842	IT	Falconara Marittima
Europe/Madrid	5505886020432	ES	Caravaca
Europe/Berlin	0093587561316	DE	Stuttgart
Asia/Tokyo	3409829390885	JP	Fujioka
America/New_York	2507693189497	US	Brunswick
Africa/Mogadishu	9255087373696	SO	Baki
Asia/Qyzylorda	7998152957989	KZ	Kyzylorda
Africa/Niamey	6332501673358	NE	Mirriah
Europe/Madrid	6482666178448	ES	el Camp de l'Arpa del Clot
Europe/Paris	8533022161661	FR	Rueil-Malmaison
Europe/Amsterdam	1464040667019	NL	Zeist
America/Chicago	2680597282263	US	Rolla
Europe/Stockholm	7518349136081	SE	Hudiksvall
America/Manaus	6654087468747	BR	Itacoatiara
Africa/Tunis	8034958812882	TN	Msaken
Europe/Madrid	8222509076788	ES	Las Gabias
America/Puerto_Rico	1242547648768	PR	Aguadilla
America/New_York	8538184979468	US	Morningside Heights
America/Costa_Rica	4031833711661	CR	San Rafael
Asia/Jerusalem	3116837676565	IL	Rahat
Europe/Istanbul	4589780140343	TR	Mudanya
Atlantic/Canary	5629210775031	ES	Maspalomas
Africa/Johannesburg	3980991382194	ZA	Vryheid
America/New_York	1206168155173	US	Peabody
Africa/Lagos	4719983864542	NG	Efon-Alaaye
Asia/Bangkok	8937882540503	TH	Yasothon
Asia/Kabul	8459982873676	AF	Sar-e Pul
Europe/Samara	9974291039500	RU	Otradnyy
Asia/Tokyo	9588266398280	JP	Iwade
America/Chicago	1023307395272	US	Columbia Heights
Africa/Abidjan	7685967871691	CI	Bonoua
America/Panama	8049896914215	PA	Veracruz
Asia/Kolkata	8039177384615	IN	Bhayandar
America/Los_Angeles	1198213359608	US	Kent
Asia/Kolkata	8311347631188	IN	Davangere
Asia/Karachi	6183288518451	PK	Kanganpur
Asia/Tokyo	3708143989714	JP	Nonoichi
Europe/London	6045792770117	GB	Viewpark
America/Los_Angeles	5188031252522	US	Bothell
Europe/Berlin	2137775063980	DE	Neuburg an der Donau
Europe/Moscow	7469912319922	RU	Shushary
America/New_York	9904306250965	US	East Haven
Asia/Shanghai	4389959794885	CN	Wacheng
Europe/Moscow	9449100828649	RU	Tyoply Stan
Africa/Algiers	9842259177284	DZ	Thenia
Europe/Madrid	0090143870349	ES	Tudela
Asia/Tokyo	0871971930517	JP	Ueno-ebisumachi
Europe/London	3492435719027	GB	Arbroath
Asia/Jerusalem	8345699954503	IL	Rahat
Africa/Tunis	4012433587467	TN	Siliana
Europe/Berlin	1079154745661	DE	Gauting
Asia/Baku	6543043956315	AZ	Astara
Europe/Berlin	0948550958566	DE	Radevormwald
Europe/London	0348712646469	GB	Belper
Europe/Berlin	7047619992190	DE	Halstenbek
America/Los_Angeles	0013886680679	US	Opportunity
America/Bahia	9912929705823	BR	Rio Real
Europe/Oslo	8007814958574	NO	Harstad
America/Mexico_City	2632607126999	MX	San Lorenzo Acopilco
Asia/Bangkok	6508663568508	TH	Kantharalak
Indian/Antananarivo	0177556057908	MG	Ambatondrazaka
Europe/Berlin	5199547825513	DE	Pfullingen
America/Sao_Paulo	8688581802026	BR	Artur Nogueira
Asia/Shanghai	6223704484608	CN	Taozhuang
Australia/Perth	1033011499050	AU	Perth
Asia/Kolkata	7204782062123	IN	Gajendragarh
America/Argentina/Ushuaia	3688703337745	AR	Ushuaia
Europe/Paris	1425431012740	FR	Le Chesnay
Europe/Istanbul	0933852882848	TR	Mardin
Asia/Kolkata	0832100267690	IN	Kundla
America/Los_Angeles	1977637969200	US	Laguna Niguel
Europe/Madrid	1765017367490	ES	San Fernando de Henares
Asia/Jerusalem	3192304372956	IL	Ganei Tikva
Europe/Skopje	7851981322611	MK	Bogovinje
America/Detroit	7596748509682	US	Port Huron
Europe/Istanbul	7993195029235	TR	Gaziantep
Africa/Lagos	6956992914785	NG	Gaya
Europe/Moscow	9888101860782	RU	Valday
Asia/Kolkata	8087850164443	IN	Sathyamangalam
Asia/Manila	8996324319145	PH	Burgos
Europe/Paris	9384482438522	FR	Niort
Europe/Moscow	8005342729536	RU	Bogoroditsk
Australia/Brisbane	6342663947754	AU	Maryborough
Europe/Paris	9986078983982	FR	Montpellier
America/Chicago	2927376384054	US	Independence
Europe/Copenhagen	9046398468856	DK	Frederiksberg
Australia/Melbourne	5352500911412	AU	Carnegie
Asia/Kolkata	7653669060705	IN	Dalsingh Sarai
Europe/Paris	6774659935382	FR	Rueil-Malmaison
Africa/Tripoli	6723244894962	LY	Ajdabiya
Asia/Makassar	8564263261360	ID	Tarakan
Asia/Kolkata	3129929168596	IN	Saharsa
Asia/Shanghai	8634633444041	CN	Hushitai
Europe/Moscow	8136326692949	RU	Zhukovka
Europe/Madrid	2542936041415	ES	Villaquilambre
America/Porto_Velho	2660708022513	BR	Porto Velho
Europe/Paris	2778459125152	FR	Les Olives
Asia/Kolkata	7604972555303	IN	Dombivli
America/Santo_Domingo	3220243084002	DO	Santa Cruz de Barahona
Europe/Istanbul	3804390691896	TR	Mardin
Africa/Brazzaville	4101835196466	CG	Brazzaville
Europe/London	4211991510935	GB	Arbroath
Asia/Jakarta	9504002238658	ID	Wangon
Asia/Kolkata	3601902310449	IN	Bhayandar
Asia/Tehran	5001820701059	IR	Shahre Jadide Andisheh
Europe/Vilnius	2803579811217	LT	Alytus
America/New_York	9258964813209	US	Chillum
Europe/Paris	6776947065184	FR	Ajaccio
Asia/Karachi	0655163390729	PK	Mianwali
Asia/Tbilisi	6105036753341	GE	Kobuleti
America/Argentina/Buenos_Aires	3144162684979	AR	Tandil
Asia/Kuching	7034778934864	MY	Donggongon
America/New_York	3192340109462	US	Boston
Europe/Moscow	0419718210814	RU	Yeysk
Europe/Vienna	2393552431094	AT	Sankt Peter
Asia/Tokyo	6240955625598	JP	Nonoichi
Europe/Brussels	6735309629211	BE	Beveren
Africa/Monrovia	1914102027928	LR	New Yekepa
America/Los_Angeles	6314553020038	US	Laguna Niguel
Europe/Moscow	7274563261496	RU	Solntsevo
America/Lima	8554175556487	PE	Chosica
America/Chicago	1893523756320	US	Rolla
Pacific/Port_Moresby	4031205029035	PG	Mount Hagen
Asia/Makassar	7765338810204	ID	Balikpapan
